Index,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL
-1.7310176724888438,-0.6965824750747118,-0.11570179644169624,0.0,0.0,-0.11591269487895417,-0.04750700911239419,0.0,-0.4681797771157086,-0.1970796331430894,-0.45647610078818496,-0.6061075062510157,-0.5038083592873338,-0.4580203457041995,-0.07165880923938796,-0.6060860893110072,-0.5161067356717893,-0.6634514555395706,-0.327380828069343,-0.6102842379658835,-0.12450118505088793,-0.5587502010980088
-1.728950785715723,-0.12005297965485155,-0.6777777698801973,0.0,0.0,-0.6757676707208187,-0.6372977296484885,0.0,-0.2518585200547103,0.39927663935941426,-0.5371709073804329,-0.5864732738009192,-0.3754436876294483,-0.39267149145409763,0.07140273249404182,-0.5864788736870938,-0.40968082477044443,-0.26838433157295594,-0.468169914693044,0.10505742252125254,-0.30531919730850343,-0.15470327313438453
-1.7268838989426019,-0.6965824750747118,-0.6777777698801973,0.0,0.0,-0.6757676707208187,-0.6372977296484885,0.0,-0.8287152055507057,-0.7071499248256335,-0.7792553271571767,-0.694291499233226,-0.7605377026031052,-0.7411987141213078,1.287425837228194,-0.6942771941848113,-0.7279035298571176,-0.7198896161062299,-0.749748087940446,-0.71247590374976,-0.84777323408135,-0.8473551496434546
-1.7248170121694808,-0.6965824750747118,-0.6777777698801973,0.0,0.0,-0.6757676707208187,-0.6372977296484885,0.0,-0.540286862802708,-0.7655841017100364,-0.2950864876036891,-0.6402468036853127,-0.6321730309452195,-0.6322839570378046,-0.3220165072728898,-0.6402539376345354,-0.6470620386767898,-0.6634514555395706,-0.608959001316745,-0.71247590374976,-0.30531919730850343,-0.5010292113889195
-1.7227501253963597,0.45647651576500875,-0.11570179644169624,0.0,0.0,-0.11591269487895417,-0.04750700911239419,0.0,0.18078399406728618,0.5554651869195937,-0.26765025336232484,-0.39344008960053173,-0.118714344313677,-0.0659272202035882,-0.3577818927062472,-0.39346775954958463,-0.1459239204300606,-0.15550801043963744,-0.010605383166015695,0.0028657567373759625,-0.12450118505088793,0.3070646445383288
-1.720683238623239,-0.6965824750747118,-0.6777777698801973,0.0,0.0,-0.6757676707208187,-0.6372977296484885,0.0,-0.6845010341767068,-0.700596559193738,-0.6178657139726809,-0.6797128977979014,-0.6321730309452195,-0.6976328112879064,0.3217604305275437,-0.6797165614851963,-0.692560104675506,-0.7198896161062299,-0.6793535446285955,-0.71247590374976,-0.48613720956611894,-0.7319131702252762
-1.7186163518501179,2.1860650020245895,2.1326020973123083,0.0,0.0,2.123507208488504,2.311655873031983,0.0,2.12767530761627,1.434162295396268,1.0767252244645256,1.9179656851770293,1.8067557305546074,1.742057747382564,-0.8227319033398934,1.9179499506466742,1.9042584970077425,1.3683223248601624,1.9604418295657986,1.2291657461438947,1.1412249007524207,2.154136315229182
-1.7165494650769968,-0.6965824750747118,-0.11570179644169624,0.0,0.0,-0.11591269487895417,-0.6372977296484885,0.0,-0.6123939484897074,-0.8027198402907784,-0.416128697492061,-0.6635854348607786,-0.6321730309452195,-0.6758498598712058,-0.14318958010610264,-0.6635840423009638,-0.6802074896555647,-0.6634514555395706,-0.6793535446285955,-0.71247590374976,-0.48613720956611894,-0.6741921805161871
-1.7144825783038757,-0.6965824750747118,-0.6777777698801973,0.0,0.0,-0.6757676707208187,-0.6372977296484885,0.0,-0.8287152055507057,-0.700596559193738,-0.6178657139726809,-0.6797128977979014,-0.6321730309452195,-0.6976328112879064,0.3217604305275437,-0.6797165614851963,-0.692560104675506,-0.7198896161062299,-0.6793535446285955,-0.71247590374976,-0.48613720956611894,-0.8473551496434546
-1.7124156915307547,2.1860650020245895,2.1326020973123083,0.0,0.0,2.123507208488504,2.311655873031983,0.0,2.12767530761627,1.9988439673446092,1.7448782230483384,1.9179656851770293,2.1276674096993213,2.1532109553727885,-0.8942626742066083,1.9179499506466742,2.101449752615222,2.1866756530767213,2.1540268236733873,1.9445074066310308,1.3220429130100362,2.154136315229182
